2025-04-05 13:32:18,64.37
2025-04-05 14:18:47,64.37
2025-04-05 14:30:01,64.37
2025-04-05 14:35:02,64.37
2025-04-05 14:40:01,64.37
2025-04-05 14:45:02,64.37
2025-04-05 14:50:01,64.37
2025-04-05 14:55:02,64.37
2025-04-05 15:00:01,64.37
2025-04-05 15:05:01,64.37
2025-04-05 15:10:02,64.37
2025-04-05 15:15:01,64.37
2025-04-05 15:20:01,64.37
2025-04-05 15:25:02,64.37
2025-04-05 15:30:01,64.37
2025-04-05 15:35:02,64.37
2025-04-05 15:40:01,64.37
2025-04-05 15:45:01,64.37
2025-04-05 15:50:02,64.37
2025-04-05 15:55:01,64.37
2025-04-05 16:00:02,64.37
2025-04-05 16:05:01,64.37
2025-04-05 16:10:01,64.37
2025-04-05 16:15:02,64.37
2025-04-05 16:20:01,64.37
2025-04-05 16:25:02,64.37
2025-04-05 16:30:01,64.37
2025-04-05 16:35:01,64.37
2025-04-05 16:40:02,64.37
2025-04-05 16:45:01,64.37
2025-04-05 16:50:02,64.37
